Name,Address,City,Phone Number,Web
Dr. Christopher Straface At Westchester Family Chiropractic,"550 Mamaroneck Ave #103, Harrison, Ny 10528, United States",Harrison,+1 914-346-5200,http://westchiro.net/
Chiropractic Center Of Pelham,"111 Wolfs Ln, Pelham, Ny 10803, United States",Pelham,+1 914-738-6201,https://www.pelhamchiro.com/
"Eglauf Wellness Center - Patrick J. Eglauf, Dc","30 Greenridge Ave, White Plains, Ny 10605, United States",White Plains,+1 914-761-1886,http://www.eglaufwellnesscenter.com/
Holistic Health Care- Advanced Chiropractic Techniques And Nutrition Response Testing,"440 White Plains Rd, Eastchester, Ny 10709, United States",Eastchester,+1 914-202-8633,http://www.drcastaldiholistichealthcare.com/
Complete Care Chiropractic,"77 Tarrytown Rd # 1, White Plains, Ny 10607, United States",White Plains,+1 914-421-1059,https://www.completecareny.com/
Dr. Kenneth M. Trotta Chiropractor,"495 Central Park Ave Suite 205, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-686-8899,https://scarsdalechiropracticcare.com/
"Alexi Kantor, Dc","95 Church St Ste 200, White Plains, Ny 10601, United States",White Plains,+1 914-506-5777,https://www.r3health.org/
Harvey Family Chiropractic Office,"984 N Broadway, Yonkers, Ny 10701, United States",Yonkers,+1 914-476-8600,http://www.harveyfamilychiropractic.com/
Robert Monk,"71 Croton Ave, Ossining, Ny 10562, United States",Ossining,+1 914-945-0300,http://www.drmonk.com/
"James S. Striano, Dc","475 Tuckahoe Rd #201, Yonkers, Ny 10710, United States",Yonkers,+1 914-793-1824,http://www.hudvchiro.com/
"Richard Davidson, Dc","550 Mamaroneck Ave #103, Harrison, Ny 10528, United States",Harrison,+1 914-346-5200,http://westchiro.net/
Andersen Chiropractic,"430 Bedford Rd Suite 203, Armonk, Ny 10504, United States",Armonk,+1 212-777-1318,https://www.omniwellnessnyc.com/chiropractic
Active Chiropractic Of Rye,"31 Purchase St Suite 2-2, Rye, Ny 10580, United States",Rye,+1 914-409-8385,http://www.ryeactivechiropractic.com/
Rye Chiropractic Center,"16 School St, Rye, Ny 10580, United States",Rye,+1 914-921-3331,https://www.ryechiropractor.com/
"Anthony Sayegh, Dc","95 Church St, White Plains, Ny 10601, United States",White Plains,+1 914-684-1800,http://www.thrive-healthcenter.com/
Tany Sutera,"222 Mamaroneck Ave #100, White Plains, Ny 106051304, United States",White Plains,+1 914-761-1121,https://www.drsutera.com/about-us/meet-the-doctor.html
Millennium Medical & Rehab Physical Therapy In Scarsdale Ny,"Apple Bank Plaza, 1075 Central Park Ave Suite 107 Suite 107, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-472-2700,https://www.mmrclinic.com/
Kwan Acupuncture Pllc,"570 Taxter Rd Ste 640, Elmsford, Ny 10523, United States",Elmsford,+1 914-222-1560,http://www.kwanacupuncture.com/
Signature Acupuncture Studio Pllc,"75 S Broadway 4th Floor, White Plains, Ny 10601, United States",White Plains,+1 914-222-5644,https://www.signatureacupuncture.com/
Scarsdale Health & Wellness,"778 White Plains Rd, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-723-5105,https://www.scarsdalehealth.com/
"Eastern Light Acupuncture - White Plains, Westchester, Ny","280 Dobbs Ferry Rd # 204, White Plains, Ny 10607, United States",White Plains,+1 914-686-2353,http://www.eastmedny.com/
White Plains Acupuncture Pllc,"280 Mamaroneck Ave # 204, White Plains, Ny 10605, United States",White Plains,+1 914-354-0333,http://www.whiteplainsacupuncture.com/
Life Spring Acupuncture Clinic,"2054 Central Park Ave, Yonkers, Ny 10710, United States",Yonkers,+1 201-290-2072,https://facebook.com/LifeSpringAcu
"Eastway Acupuncture: Easter Yi Acupuncture, Pllc","495 Central Park Ave Suite 205, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-573-1069,http://www.eastwayacupuncture.com/
Mamaroneck Acupuncture In Larchmont,"2179 Boston Post Rd, Larchmont, Ny 10538, United States",Larchmont,+1 914-777-1168,https://larchmontwellness.com/booking/
Acupuncture New Rochelle,"421 Huguenot St Suite 31, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-338-8002,https://www.acupuncturenewrochelle.com/
Chakra Acupuncture Wellness & Beyond,"475 White Plains Rd # 22, Eastchester, Ny 10709, United States",Eastchester,+1 914-786-1413,https://www.chakra-acu.com/
Yael Acuwellness,"1600 Harrison Ave Suite 203, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-575-6285,http://www.yaelacuwellness.com/
Laura Hoffman Acupuncture,"42b Main St, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 917-859-8761,http://laurahoffmanacu.com/
"The Family Healing Spot Llc: Acupuncture, Herbs, Qi Gong, And Sauna!","1010 Park St Suite 2w-3, 2nd Floor, Peekskill, Ny 10566, United States",Peekskill,+1 917-456-6385,http://healingspot.org/
Eastern Wellness Acupuncture,"83 Montgomery Ave, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-472-6688,http://www.easternwellnessacupuncture.com/
Westchester Sports & Wellness,"450 Mamaroneck Ave #409, Harrison, Ny 10528, United States",Harrison,+1 914-771-9355,https://westchestersportsandwellness.com/
Christina Wallace Acupuncture Pllc,"55 S Broadway 2nd Floor, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-246-0148,http://www.cwacupuncture.com/
Scarsdale Acupuncture,"531 Central Park Ave #304, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-472-2600,http://www.scarsdaleacupuncture.com/
"Kathryn Duffy Acupuncture, P.c.","987 Main St 2nd Floor, Peekskill, Ny 10566, United States",Peekskill,+1 718-414-0627,https://kathrynduffyacupuncture.com/
Jaesun Yoo Acupuncture,"450 Mamaroneck Ave Suite 414, Harrison, Ny 10528, United States",Harrison,+1 914-421-1001,http://yoohealing.com/
World Acupuncture,"5 N Greenwich Rd Suite 100, Armonk, Ny 10504, United States",Armonk,+1 914-354-3920,https://worldacu.com/
Touchstone Acupuncture,"1600 Harrison Ave Suite 203, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-364-8897,http://www.touchstoneacupuncture.com/
Sojourn Acupuncture Wellness Center,"475 White Plains Rd 2nd Floor - Suite 22, Eastchester, Ny 10709, United States",Eastchester,+1 845-490-4466,http://www.sojournacupuncture.com/
"Integrative Med Solutions, Dr. Fred Lisanti","266 White Plains Rd Suite B, Eastchester, Ny 10709, United States",Eastchester,+1 914-337-2980,https://www.intmedsolutions.com/
Ira Wahrman L.ac,"107 Travers Ave, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-772-4044,https://acupunctureinwestchester.com/
Complete Human Acupuncture Pllc,"29 Williamsburg Close, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-745-9800,https://www.completehumanacu.com/
Bronxville Acupuncture,"141 Parkway Rd Suite 27, Bronxville, Ny 10708, United States",Bronxville,+1 914-222-9299,https://bronxvilleacupuncture.com/
Beati Acupuncture Wellness Clinic - Scarsdale,"455 Central Park Ave # 208, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-713-8732,http://beatiacupuncture.com/
Jean Shen Acupuncture,"154 E Boston Post Rd, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-835-2241,https://www.healthprofs.com/us/acupuncturists/weizheng-shen-mamaroneck-ny/535481
Hc Acupuncture,"77 Tarrytown Rd, White Plains, Ny 10607, United States",White Plains,+1 914-949-1028,http://www.hcacupuncture.com/
New York Acupuncture,"586 Warburton Ave, Hastings-on-hudson, Ny 10706, United States",Hastings-on-hudson,+1 914-478-1160,http://www.nyacupuncture-healthcare.com/westchester-office
Sino-american Acupuncture Pllc,"18 Church St, White Plains, Ny 10601, United States",White Plains,+1 914-202-9268,https://www.sinoamericanacupuncture.com/
"Wei Yuan Md, Lac","37 King St, Chappaqua, Ny 10514, United States",Chappaqua,+1 914-861-9161,https://fctfamilyacupuncture.com/
"Joseph C. Khoury, Lac","244 Westchester Ave, White Plains, Ny 10604, United States",White Plains,+1 914-948-7400,http://spineoptions.com/
Hc Acupuncture,"311 North St Suite 302, White Plains, Ny 10605, United States",White Plains,+1 914-219-1010,https://hcacupuncture.com/
Yonkers Acupuncture,"1550 Central Park Ave Suite B, Yonkers, Ny 10710, United States",Yonkers,+1 914-202-9268,https://sinoamericanacupuncture.com/
Larchmont Wellness,"2179 Boston Post Rd, Larchmont, Ny 10538, United States",Larchmont,+1 914-777-1168,https://www.larchmontwellness.com/
"Center For Integrative Health & Acupuncture, Pc","933 Mamaroneck Ave Ste 202, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-257-3754,http://www.integrativehealthacup.com/
Well Collab Acupuncture Ossining,"145 Palisade St #412b, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 914-418-5679,https://wellcollab.com/
"Tarrytown Functional Medicine: Jill Fetell, M.d.","15 Neperan Rd #13, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-631-7911,https://tfmhealth.com/
Fine Point Acupuncture,"157 Mamaroneck Ave, Mamaroneck, Ny 10543, United States",Mamaroneck,,https://www.finepointacu.com/
"Westchester Neurological Consultants: Dr. Emad Soliman, Md","1915 Central Park Ave, Yonkers, Ny 10710, United States",Yonkers,+1 914-966-0505,https://www.westchester-neurology.com/
"Sarah Elizabeth Vollbracht, Md","685 White Plains Rd, Eastchester, Ny 10709, United States",Eastchester,+1 914-787-4100,https://doctors.nyp.org/sarah-elizabeth-vollbracht-md/newyork-presbyterian-medical-group-westchester-primary-care-&-specialty-care?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTQ4NzM3NjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"Beth Rapaport, Md","600 Mamaroneck Ave #200, Harrison, Ny 10528, United States",Harrison,+1 914-723-8100,https://www.wphphysicianassociates.org/provider-directory/providers/beth-rapaport-md/
Columbiadoctors - Neurology,"155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3880,http://www.columbianeurology.org/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD
"Amy Hua, Do","1296 North Ave 2nd Floor, New Rochelle, Ny 10804, United States",New Rochelle,+1 914-235-8224,https://www.wphphysicianassociates.org/provider-directory/providers/amy-hua-do/
"Chester Neurology, Pllc Yonkers, New York","984 N Broadway Suite#305, Yonkers, Ny 10701, United States",Yonkers,+1 914-816-1941,http://chesterneurology.com/
"Ute Traugott, Md","99 Business Park Dr, Armonk, Ny 10504, United States",Armonk,+1 914-849-7900,https://www.wphphysicianassociates.org/provider-directory/providers/ute-traugott-md/
"Anila Thomas, Md","170 Maple Ave Floor 5, White Plains, Ny 10601, United States",White Plains,+1 914-220-0283,https://www.wphphysicianassociates.org/provider-directory/providers/anila-thomas-md/
"Ivo Bach, Md","122 Maple Ave Floor 8, White Plains, Ny 10601, United States",White Plains,+1 914-849-5300,https://www.wphphysicianassociates.org/provider-directory/providers/ivo-bach-md/
Burke Neurological Institute,"785 Mamaroneck Ave, White Plains, Ny 10605, United States",White Plains,+1 914-597-2551,https://burke.weill.cornell.edu/
"Hiral G. Shah, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/hiral-g-shah-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTA5NTk0MDI5MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Columbiadoctors - Child Neurology - Scarsdale,"688 White Plains Rd # 210, Scarsdale, Ny 10583, United States",Scarsdale,+1 646-426-3879,http://www.columbianeurology.org/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD
"Regional Neurological Associates, Pc","970 N Broadway Ste 201, Yonkers, Ny 10701, United States",Yonkers,+1 914-410-3633,http://regionalneurological.com/
"Avtar Singh, Md","600 Mamaroneck Ave, Harrison, Ny 10528, United States",Harrison,+1 914-723-8100,http://www.scarsdalemedical.com/
"Mary Christine Spiciarich, Md","688 White Plains Rd, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-750-4680,https://doctors.columbia.edu/us/ny/scarsdale/mary-christine-spiciarich-md-688-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTI1NzMzODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Seizure Diagnostic Center,"41 E Post Rd, White Plains, Ny 10601, United States",White Plains,+1 914-681-0600,http://www.wphospital.org/services-specialties/epilepsy-and-seizure-treatment-center
"Jessica Zwerling, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1053496364/jessica-l-zwerling
Wphpa Neurosurgery & Neuro-endovascular Surgery,"122 Maple Ave Floor 8, White Plains, Ny 10601, United States",White Plains,+1 914-849-7593,https://www.wphphysicianassociates.org/locations/wphpa-neurosurgery-neuro-endovascular-surgery/
"Victor Ferastraoaru, Md, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1851689798/victor-ferastraoaru
"Daniel Labovitz, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1053398560/daniel-l-labovitz
"Jonathan Gursky, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1275950487/jonathan-m-gursky
Pediatric Neurology At Mount Sinai Doctors Westchester,"341 Central Park Ave, Scarsdale, Ny 10583, United States",Scarsdale,+1 212-844-6059,https://profiles.mountsinai.org/hillary-raynes
"Charles Esenwa, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1245556901/charles-c-esenwa
"Raminder Parihar,md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1952689168/raminder-k-parihar
"Kathryn Kirchoff-torres, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1326201245/kathryn-f-kirchoff-torres
"Neil A Shneider, Md, Phd","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/neil-a-shneider-md-phd-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTIzMjUzMTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"Rachael Jayne Benson, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/rachael-jayne-benson-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTg4MjQyNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Stamford Spine,"1177 Summer St 2nd Floor, Stamford, Ct 06905, United States",Stamford,+1 203-580-3232,http://www.stamfordspine.com/
Hodes Chiropractic Llc,"1249 W Main St #7, Waterbury, Ct 06708, United States",Waterbury,+1 203-754-2300,https://healthandwellness.net/
Imed Chiropractic,"527 Tunxis Hill Rd, Fairfield, Ct 06825, United States",Fairfield,+1 203-333-7788,https://www.imedchiro.com/
Forest City Chiropractic And Acupuncture,"113 Saybrook Rd, Middletown, Ct 06457, United States",Middletown,+1 860-788-3399,https://www.forestcitychiropractic.com/
Indian Harbor Chiropractic,"49 Lake Ave Suite 1e, Greenwich, Ct 06830, United States",Greenwich,+1 203-983-5426,https://www.indianharborchiropractic.com/
"Greenwich Kinetics Chiropractic Services, Dr. Vincent Buonanno","Greenwich Medical Building - The Annex, 49 Lake Ave Suite 1e, Greenwich, Ct 06830, United States",Greenwich,+1 203-661-6699,https://www.greenwichkinetics.com/
North Colony Chiropractic,"128 Broad St, Meriden, Ct 06450, United States",Meriden,+1 203-235-2225,http://drpepin.com/
Essential Health Chiropractic & Massage,"645 Farmington Ave, Hartford, Ct 06105, United States",Hartford,+1 860-269-3228 ext. 1,http://www.essentialhealthct.com/
Dr. Hugues Valcourt Dc,"281 N Main St, Bristol, Ct 06010, United States",Bristol,+1 860-582-6111,https://sovitachiro.com/
Dr James Allen Family Chiropractic,"16 Red Bush Ln, Milford, Ct 06461, United States",Milford,+1 203-877-5626,http://www.drjrallen.com/
Popowich Chiropractic & Acupuncture Care,"71 S Main St Ste 2, Newtown, Ct 06470, United States",Newtown,+1 203-304-9037,http://www.mynewtowndoctor.com/
Indigo Wellness Group,"66 Glenbrook Rd #300, Stamford, Ct 06902, United States",Stamford,+1 203-658-7850,http://www.indigowellnessgroup.com/
Donna Bunte Whole Health,"2001 W Main St, Stamford, Ct 06902, United States",Stamford,+1 203-253-9885,https://www.donnabunte.com/
"Alison Larocca, L.ac","4 Armstrong Rd, Shelton, Ct 06484, United States",Shelton,+1 203-842-8631,https://www.sheltonsportsandspine.com/about.html
Body Mind Wellness Acupuncture Pc,"2440 High Ridge Rd, Stamford, Ct 06903, United States",Stamford,+1 646-769-0478,https://bmwacupuncture.com/
Integrity Acupuncture & Dr. Aimee Montanaro,"64 Huntington St, Shelton, Ct 06484, United States",Shelton,+1 203-429-4406,https://www.integrityacuct.com/
"Mark Gutkin Lac Acupuncture, Herbs, Nutrition","111 High Ridge Rd 2nd Level, Stamford, Ct 06905, United States",Stamford,+1 203-533-9463,http://www.markgutkin.com/
"Amy Calandruccio, Lac","540 Saybrook Rd #280, Middletown, Ct 06457, United States",Middletown,+1 860-919-7821,https://middlesexhealth.org/news/middlesex-health-news/february-2024/the-benefits-of-acupuncture
"Veeresh Kumar Nanjangud Shivamurthy, Md","1000 Asylum Ave # 2112, Hartford, Ct 06105, United States",Hartford,+1 860-522-3711,https://www.trinityhealthofne.org/provider/veeresh-kumar-nanjangud-shivamurthy-md-neurology
Dr. Peter Mcallister. Westport Ct,"30 Buxton Farm Rd, Stamford, Ct 06905, United States",Stamford,+1 203-914-1900,http://www.neinh.com/
The Ayer Neuroscience Institute Headache Center,"280 S Main St #103, Cheshire, Ct 06410, United States",Cheshire,+1 860-696-2925,https://hartfordhealthcare.org/services/headache-center/locations
"Lucas Benchaya, Md","85 Seymour St #815, Hartford, Ct 06106, United States",Hartford,+1 860-972-3621,https://hartfordhealthcaremedicalgroup.org/LucasBenchaya
"Lisa Knopf, Md","85 Seymour St #815, Hartford, Ct 06106, United States",Hartford,+1 860-972-3600,https://hartfordhealthcaremedicalgroup.org/LisaKnopf
Nuvance Health Medical Practice - Neurology Norwalk,"761 Main Ave Entrance B, Suite 201a, Norwalk, Ct 06851, United States",Norwalk,+1 203-853-5000,https://www.nuvancehealth.org/locations/nuvance-health-medical-practice-neurology-norwalk?utm_source=listings&utm_medium=organic&utm_campaign=Yext&y_source=1_MjQzMTkyMzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
The Ayer Neuroscience Institute At Hartford Hospital,"85 Seymour St Ste 1019, Hartford, Ct 06106, United States",Hartford,+1 860-278-0070,https://hartfordhealthcaremedicalgroup.org/locations/specialty-care/hartford/85-seymour-street-suite-1019
Stamford Health Medical Group Neurology,"29 Hospital Plaza Suite 602, Stamford, Ct 06902, United States",Stamford,+1 203-276-4464,https://www.stamfordhealth.org/locations/ct/stamford/stamford-health-medical-group-neurology/11140983/?utm_source=google&utm_medium=organic&utm_campaign=Yext
Stamford Hospital: New England Institute For Neurology And Headache,"166 W Broad St #203, Stamford, Ct 06902, United States",Stamford,+1 203-276-4464,http://www.stamfordhealthintegratedpractices.com/
Sarah E. Buckingham,"29 Hospital Plaza Suite 602, Stamford, Ct 06902, United States",Stamford,+1 203-276-4464,https://www.stamfordhealth.org/find-a-doctor/sarah-buckingham?utm_source=google&utm_medium=organic&utm_campaign=Yext
Lawrence Beck,"111 Beach Rd, Fairfield, Ct 06824, United States",Fairfield,+1 203-254-0284,https://neurologyct.com/
Dr. Yaniv Chen,"99 Hawley Ln Ste 1120, Stratford, Ct 06614, United States",Stratford,+1 203-377-5988,https://neurologyct.com/
Bluth Lawrence S Md,"85 Seymour St #800, Hartford, Ct 06106, United States",Hartford,+1 860-522-4429,https://weence.com/medical/doctors/hartford-4/bluth-lawrence-s-md/
Yale Medicine Neurology,"260 Long Ridge Rd, Stamford, Ct 06902, United States",Stamford,+1 877-925-3637,https://www.yalemedicine.org/departments/neurology
Neurosynchrony Health,"100 Melrose Ave # 101, Greenwich, Ct 06830, United States",Greenwich,+1 203-717-0797,https://www.neurosynchronyhealth.com/
Hartford Hospital Epilepsy Center,"80 Seymour St, Hartford, Ct 06106, United States",Hartford,+1 860-972-2700,https://hartfordhospital.org/services/neuroscience-institute/conditions-treatments/epilepsy
"Dr. Azimuddin K. Kazi, Md","99 Hawley Ln, Stratford, Ct 06614, United States",Stratford,+1 203-377-5988,http://www.neurologyct.com/
"Dr. Lisa B. Webb, Md","99 Hawley Ln Ste 1120, Stratford, Ct 06614, United States",Stratford,+1 203-377-5988,http://www.neurologyct.com/
"Yaniv Chen, Md","111 Beach Rd, Fairfield, Ct 06824, United States",Fairfield,+1 203-254-0284,https://neurologyct.com/
Efrat Feldman,"114 Woodland St, Hartford, Ct 06105, United States",Hartford,+1 860-522-3711,https://www.trinityhealthofne.org/provider/efrat-feldman-md-neurology
Trinity Health Of New England,"1000 Asylum Ave 5th Floor, Hartford, Ct 06105, United States",Hartford,+1 860-714-4000,https://www.trinityhealthofne.org/location/trinity-health-of-new-england
Bridgeport Hospital,"267 Grant St, Bridgeport, Ct 06610, United States",Bridgeport,+1 203-384-3000,https://www.bridgeporthospital.org/
Trinity Health Of New England Medical Group,"114 Woodland St, Hartford, Ct 06105, United States",Hartford,+1 860-714-4000,https://www.trinityhealthofne.org/location/saint-francis-hospital
"Dr. John Sayegh, Broadway Chiropractic","260 S Broadway Suite Lt, Yonkers, Ny 10705, United States",Yonkers,+1 914-968-7821,http://drjohnsayegh.com/
Dr. Jodi Jacobs Chiropractor,"909 Midland Ave, Yonkers, Ny 10704, United States",Yonkers,+1 914-476-6500,http://www.jodijacobsdc.com/
The Joint Chiropractic,"2417 Palmer Ave, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-326-0685,https://www.thejoint.com/new-york/new-rochelle/new-rochelle-11032?y_source=1_MTA5NDU3NzM3My03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
"Lawrence Ruck, D.c.","South Building, 200 S Broadway Suite 2-3, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-844-7712,http://www.ruckspineandsports.com/
Perlman Dean A Dc,"800 Central Park Ave # 205, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-725-4900,http://www.scarsdalechiropractic.com/
Pain Relief And Holistic Health Care,"1 S Stone Ave, Elmsford, Ny 10523, United States",Elmsford,+1 914-592-1733,http://www.drcoppolaforhealth.com/
"Charles C. Coppola, Dc","1 S Stone Ave, Elmsford, Ny 10523, United States",Elmsford,+1 914-592-1733,http://drcoppolaforhealth.com/
The York Clinic,"14 Harwood Ct Suite 215, Scarsdale, Ny 10583, United States",Scarsdale,+1 917-770-9107,https://www.yorkwellnessclinic.com/
Zhang Clinic,"280 Dobbs Ferry Rd Suite 209, White Plains, Ny 10607, United States",White Plains,+1 914-259-0346,http://www.zhangclinic.net/
Serenity Acupuncture And Wellness,"172 N Highland Ave Suite 1, Ossining, Ny 10562, United States",Ossining,+1 914-299-7787,http://www.pazacu-westchester.com/
"Dr. Hashemipour Acupuncture: Clinical Phd Of Integrative Medicine, Lac","17 Rodman Oval, New Rochelle, Ny 10805, United States",New Rochelle,+1 631-507-4845,http://doctorhvisit.com/
Thrive Acupuncture & Wellness,"1 S Greeley Ave #202, Chappaqua, Ny 10514, United States",Chappaqua,+1 914-268-6458,http://www.thriveacupunctureny.com/
Ren-shen Healing,"65 S Broadway, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-418-5440,http://www.renshenhealing.com/
"Dr. Anabelle Grigorescu Dac, Lac-northeast Acupuncture","2005 Palmer Ave, Larchmont, Ny 10538, United States",Larchmont,+1 914-200-4405,http://www.anabellegrigorescu.com/
Concentric Acupuncture,"875 Mamaroneck Ave Suite 303, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-200-3343,https://www.concentricacupuncture.com/
Flowing Rivers Acupuncture P.c.,"601 Warburton Ave, Hastings-on-hudson, Ny 10706, United States",Hastings-on-hudson,+1 914-572-1559,https://www.flowingrivers.net/
Ossining Acupuncture,"100 S Highland Ave, Ossining, Ny 10562, United States",Ossining,,https://ossiningacupuncture.com/
"Toni M. King, Ms","256 King St, Port Chester, Ny 10573, United States",Port Chester,+1 914-582-3276,http://spottedtigeracupuncture.com/
Larchmont Acupuncture,"1415 Boston Post Rd, Larchmont, Ny 10538, United States",Larchmont,+1 914-320-7290,http://www.larchmontacupuncture.com/
"Jean Lopez, Md","170 Maple Ave # 309, White Plains, Ny 10601, United States",White Plains,+1 914-220-0283,https://www.wphphysicianassociates.org/provider-directory/providers/jean-lopez-md/
"Kristen E. Sahler, Md","600 Mamaroneck Ave #200, Harrison, Ny 10528, United States",Harrison,+1 914-723-8100,https://www.wphphysicianassociates.org/provider-directory/providers/kristen-sahler-md/
"Jennifer Rosen, Md","170 Maple Ave # 309, White Plains, Ny 10601, United States",White Plains,+1 914-220-0283,https://www.wphphysicianassociates.org/provider-directory/providers/jennifer-rosen-md/
"Amy Hua, Do","99 Business Park Dr, Armonk, Ny 10504, United States",Armonk,+1 914-849-7900,https://www.wphphysicianassociates.org/provider-directory/providers/amy-hua-do/
Neurology At Burke,"785 Mamaroneck Ave Building 4, White Plains, Ny 10605, United States",White Plains,+1 914-723-8100,https://www.wphphysicianassociates.org/locations/neurology-at-burke/
Pediatric Neurology Assoc,"125 S Broadway, White Plains, Ny 10605, United States",White Plains,,http://www.pediatricneurology.com/
"Daniel Antoniello, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4190,https://montefioreeinstein.org/profiles/1790851467/daniel-antoniello
"Peter D Angevine, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 212-305-9000,https://doctors.columbia.edu/us/ny/tarrytown/peter-d-angevine-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTkzNzUxMDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"Comana M. Cioroiu, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/comana-m-cioroiu-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MjEwNjY2MzQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"Paul Eugene Lleva, Md, Faan","785 Mamaroneck Ave Building 4, White Plains, Ny 10605, United States",White Plains,+1 914-849-5300,https://www.wphphysicianassociates.org/provider-directory/providers/paul-lleva-md-faan/
"Alison M Pack, Md, Mph","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/alison-m-pack-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTIzMzAwNjctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"David M. Swope, Md","755 N Broadway Suite 430, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-366-5300,https://www.northwell.edu/find-care/find-a-doctor/neurology/dr-david-m-swope-md-11507806?utm_source=provider_listing&utm_medium=partner&utm_campaign=doctor_dot_com
