Name,Address,City,Phone Number,Web
Dr. Christopher Straface At Westchester Family Chiropractic,"550 Mamaroneck Ave #103, Harrison, Ny 10528, United States",Harrison,+1 914-346-5200,http://westchiro.net/
Chiropractic Center Of Pelham,"111 Wolfs Ln, Pelham, Ny 10803, United States",Pelham,+1 914-738-6201,https://www.pelhamchiro.com/
"Eglauf Wellness Center - Patrick J. Eglauf, Dc","30 Greenridge Ave, White Plains, Ny 10605, United States",White Plains,+1 914-761-1886,http://www.eglaufwellnesscenter.com/
Holistic Health Care- Advanced Chiropractic Techniques And Nutrition Response Testing,"440 White Plains Rd, Eastchester, Ny 10709, United States",Eastchester,+1 914-202-8633,http://www.drcastaldiholistichealthcare.com/
Complete Care Chiropractic,"77 Tarrytown Rd # 1, White Plains, Ny 10607, United States",White Plains,+1 914-421-1059,https://www.completecareny.com/
Dr. Kenneth M. Trotta Chiropractor,"495 Central Park Ave Suite 205, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-686-8899,https://scarsdalechiropracticcare.com/
"Alexi Kantor, Dc","95 Church St Ste 200, White Plains, Ny 10601, United States",White Plains,+1 914-506-5777,https://www.r3health.org/
Harvey Family Chiropractic Office,"984 N Broadway, Yonkers, Ny 10701, United States",Yonkers,+1 914-476-8600,http://www.harveyfamilychiropractic.com/
Robert Monk,"71 Croton Ave, Ossining, Ny 10562, United States",Ossining,+1 914-945-0300,http://www.drmonk.com/
"James S. Striano, Dc","475 Tuckahoe Rd #201, Yonkers, Ny 10710, United States",Yonkers,+1 914-793-1824,http://www.hudvchiro.com/
"Richard Davidson, Dc","550 Mamaroneck Ave #103, Harrison, Ny 10528, United States",Harrison,+1 914-346-5200,http://westchiro.net/
Andersen Chiropractic,"430 Bedford Rd Suite 203, Armonk, Ny 10504, United States",Armonk,+1 212-777-1318,https://www.omniwellnessnyc.com/chiropractic
Active Chiropractic Of Rye,"31 Purchase St Suite 2-2, Rye, Ny 10580, United States",Rye,+1 914-409-8385,http://www.ryeactivechiropractic.com/
Rye Chiropractic Center,"16 School St, Rye, Ny 10580, United States",Rye,+1 914-921-3331,https://www.ryechiropractor.com/
"Anthony Sayegh, Dc","95 Church St, White Plains, Ny 10601, United States",White Plains,+1 914-684-1800,http://www.thrive-healthcenter.com/
Tany Sutera,"222 Mamaroneck Ave #100, White Plains, Ny 106051304, United States",White Plains,+1 914-761-1121,https://www.drsutera.com/about-us/meet-the-doctor.html
Millennium Medical & Rehab Physical Therapy In Scarsdale Ny,"Apple Bank Plaza, 1075 Central Park Ave Suite 107 Suite 107, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-472-2700,https://www.mmrclinic.com/
Kwan Acupuncture Pllc,"570 Taxter Rd Ste 640, Elmsford, Ny 10523, United States",Elmsford,+1 914-222-1560,http://www.kwanacupuncture.com/
Signature Acupuncture Studio Pllc,"75 S Broadway 4th Floor, White Plains, Ny 10601, United States",White Plains,+1 914-222-5644,https://www.signatureacupuncture.com/
Scarsdale Health & Wellness,"778 White Plains Rd, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-723-5105,https://www.scarsdalehealth.com/
"Eastern Light Acupuncture - White Plains, Westchester, Ny","280 Dobbs Ferry Rd # 204, White Plains, Ny 10607, United States",White Plains,+1 914-686-2353,http://www.eastmedny.com/
White Plains Acupuncture Pllc,"280 Mamaroneck Ave # 204, White Plains, Ny 10605, United States",White Plains,+1 914-354-0333,http://www.whiteplainsacupuncture.com/
Life Spring Acupuncture Clinic,"2054 Central Park Ave, Yonkers, Ny 10710, United States",Yonkers,+1 201-290-2072,https://facebook.com/LifeSpringAcu
"Eastway Acupuncture: Easter Yi Acupuncture, Pllc","495 Central Park Ave Suite 205, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-573-1069,http://www.eastwayacupuncture.com/
Mamaroneck Acupuncture In Larchmont,"2179 Boston Post Rd, Larchmont, Ny 10538, United States",Larchmont,+1 914-777-1168,https://larchmontwellness.com/booking/
Acupuncture New Rochelle,"421 Huguenot St Suite 31, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-338-8002,https://www.acupuncturenewrochelle.com/
Chakra Acupuncture Wellness & Beyond,"475 White Plains Rd # 22, Eastchester, Ny 10709, United States",Eastchester,+1 914-786-1413,https://www.chakra-acu.com/
Yael Acuwellness,"1600 Harrison Ave Suite 203, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-575-6285,http://www.yaelacuwellness.com/
Laura Hoffman Acupuncture,"42b Main St, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 917-859-8761,http://laurahoffmanacu.com/
"The Family Healing Spot Llc: Acupuncture, Herbs, Qi Gong, And Sauna!","1010 Park St Suite 2w-3, 2nd Floor, Peekskill, Ny 10566, United States",Peekskill,+1 917-456-6385,http://healingspot.org/
Eastern Wellness Acupuncture,"83 Montgomery Ave, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-472-6688,http://www.easternwellnessacupuncture.com/
Westchester Sports & Wellness,"450 Mamaroneck Ave #409, Harrison, Ny 10528, United States",Harrison,+1 914-771-9355,https://westchestersportsandwellness.com/
Christina Wallace Acupuncture Pllc,"55 S Broadway 2nd Floor, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-246-0148,http://www.cwacupuncture.com/
Scarsdale Acupuncture,"531 Central Park Ave #304, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-472-2600,http://www.scarsdaleacupuncture.com/
"Kathryn Duffy Acupuncture, P.c.","987 Main St 2nd Floor, Peekskill, Ny 10566, United States",Peekskill,+1 718-414-0627,https://kathrynduffyacupuncture.com/
Jaesun Yoo Acupuncture,"450 Mamaroneck Ave Suite 414, Harrison, Ny 10528, United States",Harrison,+1 914-421-1001,http://yoohealing.com/
World Acupuncture,"5 N Greenwich Rd Suite 100, Armonk, Ny 10504, United States",Armonk,+1 914-354-3920,https://worldacu.com/
Touchstone Acupuncture,"1600 Harrison Ave Suite 203, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-364-8897,http://www.touchstoneacupuncture.com/
Sojourn Acupuncture Wellness Center,"475 White Plains Rd 2nd Floor - Suite 22, Eastchester, Ny 10709, United States",Eastchester,+1 845-490-4466,http://www.sojournacupuncture.com/
"Integrative Med Solutions, Dr. Fred Lisanti","266 White Plains Rd Suite B, Eastchester, Ny 10709, United States",Eastchester,+1 914-337-2980,https://www.intmedsolutions.com/
Ira Wahrman L.ac,"107 Travers Ave, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-772-4044,https://acupunctureinwestchester.com/
Complete Human Acupuncture Pllc,"29 Williamsburg Close, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-745-9800,https://www.completehumanacu.com/
Bronxville Acupuncture,"141 Parkway Rd Suite 27, Bronxville, Ny 10708, United States",Bronxville,+1 914-222-9299,https://bronxvilleacupuncture.com/
Beati Acupuncture Wellness Clinic - Scarsdale,"455 Central Park Ave # 208, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-713-8732,http://beatiacupuncture.com/
Jean Shen Acupuncture,"154 E Boston Post Rd, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-835-2241,https://www.healthprofs.com/us/acupuncturists/weizheng-shen-mamaroneck-ny/535481
Hc Acupuncture,"77 Tarrytown Rd, White Plains, Ny 10607, United States",White Plains,+1 914-949-1028,http://www.hcacupuncture.com/
New York Acupuncture,"586 Warburton Ave, Hastings-on-hudson, Ny 10706, United States",Hastings-on-hudson,+1 914-478-1160,http://www.nyacupuncture-healthcare.com/westchester-office
Sino-american Acupuncture Pllc,"18 Church St, White Plains, Ny 10601, United States",White Plains,+1 914-202-9268,https://www.sinoamericanacupuncture.com/
"Wei Yuan Md, Lac","37 King St, Chappaqua, Ny 10514, United States",Chappaqua,+1 914-861-9161,https://fctfamilyacupuncture.com/
"Joseph C. Khoury, Lac","244 Westchester Ave, White Plains, Ny 10604, United States",White Plains,+1 914-948-7400,http://spineoptions.com/
Hc Acupuncture,"311 North St Suite 302, White Plains, Ny 10605, United States",White Plains,+1 914-219-1010,https://hcacupuncture.com/
Yonkers Acupuncture,"1550 Central Park Ave Suite B, Yonkers, Ny 10710, United States",Yonkers,+1 914-202-9268,https://sinoamericanacupuncture.com/
Larchmont Wellness,"2179 Boston Post Rd, Larchmont, Ny 10538, United States",Larchmont,+1 914-777-1168,https://www.larchmontwellness.com/
"Center For Integrative Health & Acupuncture, Pc","933 Mamaroneck Ave Ste 202, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-257-3754,http://www.integrativehealthacup.com/
Well Collab Acupuncture Ossining,"145 Palisade St #412b, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 914-418-5679,https://wellcollab.com/
"Tarrytown Functional Medicine: Jill Fetell, M.d.","15 Neperan Rd #13, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-631-7911,https://tfmhealth.com/
Fine Point Acupuncture,"157 Mamaroneck Ave, Mamaroneck, Ny 10543, United States",Mamaroneck,,https://www.finepointacu.com/
"Westchester Neurological Consultants: Dr. Emad Soliman, Md","1915 Central Park Ave, Yonkers, Ny 10710, United States",Yonkers,+1 914-966-0505,https://www.westchester-neurology.com/
"Sarah Elizabeth Vollbracht, Md","685 White Plains Rd, Eastchester, Ny 10709, United States",Eastchester,+1 914-787-4100,https://doctors.nyp.org/sarah-elizabeth-vollbracht-md/newyork-presbyterian-medical-group-westchester-primary-care-&-specialty-care?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTQ4NzM3NjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"Beth Rapaport, Md","600 Mamaroneck Ave #200, Harrison, Ny 10528, United States",Harrison,+1 914-723-8100,https://www.wphphysicianassociates.org/provider-directory/providers/beth-rapaport-md/
Columbiadoctors - Neurology,"155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3880,http://www.columbianeurology.org/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD
"Amy Hua, Do","1296 North Ave 2nd Floor, New Rochelle, Ny 10804, United States",New Rochelle,+1 914-235-8224,https://www.wphphysicianassociates.org/provider-directory/providers/amy-hua-do/
"Chester Neurology, Pllc Yonkers, New York","984 N Broadway Suite#305, Yonkers, Ny 10701, United States",Yonkers,+1 914-816-1941,http://chesterneurology.com/
"Ute Traugott, Md","99 Business Park Dr, Armonk, Ny 10504, United States",Armonk,+1 914-849-7900,https://www.wphphysicianassociates.org/provider-directory/providers/ute-traugott-md/
"Anila Thomas, Md","170 Maple Ave Floor 5, White Plains, Ny 10601, United States",White Plains,+1 914-220-0283,https://www.wphphysicianassociates.org/provider-directory/providers/anila-thomas-md/
"Ivo Bach, Md","122 Maple Ave Floor 8, White Plains, Ny 10601, United States",White Plains,+1 914-849-5300,https://www.wphphysicianassociates.org/provider-directory/providers/ivo-bach-md/
Burke Neurological Institute,"785 Mamaroneck Ave, White Plains, Ny 10605, United States",White Plains,+1 914-597-2551,https://burke.weill.cornell.edu/
"Hiral G. Shah, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/hiral-g-shah-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTA5NTk0MDI5MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D
Columbiadoctors - Child Neurology - Scarsdale,"688 White Plains Rd # 210, Scarsdale, Ny 10583, United States",Scarsdale,+1 646-426-3879,http://www.columbianeurology.org/?utm_source=Ggl&utm_medium=GMB-link&utm_campaign=CD
"Regional Neurological Associates, Pc","970 N Broadway Ste 201, Yonkers, Ny 10701, United States",Yonkers,+1 914-410-3633,http://regionalneurological.com/
"Avtar Singh, Md","600 Mamaroneck Ave, Harrison, Ny 10528, United States",Harrison,+1 914-723-8100,http://www.scarsdalemedical.com/
"Mary Christine Spiciarich, Md","688 White Plains Rd, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-750-4680,https://doctors.columbia.edu/us/ny/scarsdale/mary-christine-spiciarich-md-688-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTI1NzMzODItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Seizure Diagnostic Center,"41 E Post Rd, White Plains, Ny 10601, United States",White Plains,+1 914-681-0600,http://www.wphospital.org/services-specialties/epilepsy-and-seizure-treatment-center
"Jessica Zwerling, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1053496364/jessica-l-zwerling
Wphpa Neurosurgery & Neuro-endovascular Surgery,"122 Maple Ave Floor 8, White Plains, Ny 10601, United States",White Plains,+1 914-849-7593,https://www.wphphysicianassociates.org/locations/wphpa-neurosurgery-neuro-endovascular-surgery/
"Victor Ferastraoaru, Md, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1851689798/victor-ferastraoaru
"Daniel Labovitz, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1053398560/daniel-l-labovitz
"Jonathan Gursky, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1275950487/jonathan-m-gursky
Pediatric Neurology At Mount Sinai Doctors Westchester,"341 Central Park Ave, Scarsdale, Ny 10583, United States",Scarsdale,+1 212-844-6059,https://profiles.mountsinai.org/hillary-raynes
"Charles Esenwa, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1245556901/charles-c-esenwa
"Raminder Parihar,md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1952689168/raminder-k-parihar
"Kathryn Kirchoff-torres, Md","555 Taxter Rd, Elmsford, Ny 10523, United States",Elmsford,+1 914-457-4130,https://montefioreeinstein.org/profiles/1326201245/kathryn-f-kirchoff-torres
"Neil A Shneider, Md, Phd","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/neil-a-shneider-md-phd-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTIzMjUzMTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
"Rachael Jayne Benson, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/rachael-jayne-benson-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTg4MjQyNzEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
